Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Reves;Rally Outcome;Rest Time;Tipo de recepcion;Barrido Fuerte;Match Duration
Ania Setien;"13;8 (1)";19;19;4;779440;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Lo Sin Yan Happy;"10;-7 (1)";19;20;1;779440;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Defence;;;;;;
Ania Setien;"-2;55 (1)";19;21;10;783160;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;10;;;;Attack;;;;;;
Lo Sin Yan Happy;"14;-41 (1)";19;22;5;784480;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;5;;;;Defence;;;;;;
Ania Setien;"12;14 (1)";19;23;4;785120;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Lo Sin Yan Happy;"13;2 (1)";19;24;4;785120;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;NET;;;;Construccion;;Unforced Ania Setien;;;;
Lo Sin Yan Happy;Rest Time (19);19;;;788720;16720;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Lo Sin Yan Happy;Rally Time (20);20;;;805440;18400;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"-3;-26 (2)";20;1;7;803440;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Lo Sin Yan Happy;Forehand long service;10;Construccion;;;;;;
Ania Setien;"11;53 (1)";20;2;12;805880;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Lo Sin Yan Happy;"13;-13 (1)";20;3;1;805880;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Defence;;;;;;
Ania Setien;"-13;14 (1)";20;4;1;806960;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Defence;;;;;;
Lo Sin Yan Happy;"-14;-54 (4)";20;5;12;808600;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Ania Setien;"14;17 (1)";20;6;4;808600;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"10;-9 (1)";20;7;1;810520;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Ania Setien;"12;55 (1)";20;8;12;810520;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Defence;Reves;;;;;
Lo Sin Yan Happy;"14;-55 (1)";20;9;9;812240;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Ania Setien;"12;14 (2)";20;10;4;812240;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"-14;-14 (1)";20;11;4;814440;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Ania Setien;"-14;55 (4)";20;12;9;815960;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Defence;;;;;;
Lo Sin Yan Happy;"9;-15 (1)";20;13;1;816720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Ania Setien;"-14;55 (5)";20;14;9;816720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-4;-34 (2)";20;15;7;816720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;;;;Construccion;;;;;;
Ania Setien;"11;14 (1)";20;16;4;816720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"-3;-54 (1)";20;17;11;820360;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;11;;;;Attack;;;;;;
Ania Setien;"3;44 (1)";20;18;7;821240;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;;;;Construccion;;Winner Lo Sin Yan Happy;;;;
Ania Setien;Rest Time (20);20;;;823840;26800;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (21);21;;;850640;5480;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"2;-26 (3)";21;1;6;848640;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Lo Sin Yan Happy;Forehand long service;10;Construccion;;;;;;
Ania Setien;"-9;55 (1)";21;2;9;850960;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-4;-55 (1)";21;3;11;850960;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;11;;;;Construccion;;;;;;
Ania Setien;"15;17 (1)";21;4;4;850960;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"-1;1 (1)";21;5;2;853240;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;NET;;;;Construccion;;Error Ania Setien;;;;
Ania Setien;Rest Time (21);21;;;856120;10400;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (22);22;;;866520;5960;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Ania Setien;"-2;-26 (1)";22;1;7;864520;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Ania Setien;Forehand long service;11;Construccion;;;;;;
Lo Sin Yan Happy;"13;54 (2)";22;2;12;866840;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Ania Setien;"-4;-34 (3)";22;3;7;866840;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;;;;Defence;;;;;;
Lo Sin Yan Happy;"14;54 (1)";22;4;12;867600;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Ania Setien;"11;55 (1)";22;5;12;869400;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-10;-17 (2)";22;6;4;869400;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Ania Setien;"13;13 (2)";22;7;4;869400;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;Winner Lo Sin Yan Happy;;;;
Lo Sin Yan Happy;Rest Time (22);22;;;872480;13160;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Lo Sin Yan Happy;Rally Time (23);23;;;885640;6400;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"2;-26 (4)";23;1;6;883640;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Lo Sin Yan Happy;Forehand long service;10;Construccion;;;;;;
Ania Setien;"-9;54 (1)";23;2;9;885920;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Lo Sin Yan Happy;"11;-15 (2)";23;3;1;885920;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Ania Setien;"-14;55 (6)";23;4;9;885920;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Defence;;;;;;
Lo Sin Yan Happy;"-18;-55 (1)";23;5;Out;888200;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;OUT SIDE;;;;Construccion;;Error Ania Setien;;;;
Ania Setien;Rest Time (23);23;;;892040;9360;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (24);24;;;901400;2880;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"-2;-25 (3)";24;1;7;899400;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Lo Sin Yan Happy;Forehand long service;11;Construccion;;;;;;
Ania Setien;"13;61 (1)";24;2;12;902240;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;OUT LENGTH;;;;Construccion;;Unforced Lo Sin Yan Happy;;;;
Ania Setien;Rest Time (24);24;;;904280;8680;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (25);25;;;912960;2240;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Ania Setien;"3;24 (1)";25;1;7;910960;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Ania Setien;Backhand short service;7;Construccion;;;;;;
Lo Sin Yan Happy;"-9;-17 (1)";25;2;4;912000;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;Finta;;
Ania Setien;"-19;15 (1)";25;3;Out;912040;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;OUT SIDE;;;;Construccion;;Unforced Lo Sin Yan Happy;;;;
Lo Sin Yan Happy;Rest Time (25);25;;;915200;8400;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Lo Sin Yan Happy;Rally Time (26);26;;;923600;7680;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Ania Setien;"-2;24 (1)";26;1;6;921600;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Ania Setien;Backhand short service;6;Construccion;;;;;;
Lo Sin Yan Happy;"5;-17 (1)";26;2;2;922760;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;2;;;;Construccion;;;;Modificada;;
Ania Setien;"-14;54 (3)";26;3;9;922800;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Lo Sin Yan Happy;"-4;-37 (1)";26;4;7;922800;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;;;;Defence;;;;;;
Ania Setien;"12;15 (1)";26;5;4;924600;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Lo Sin Yan Happy;"13;-56 (1)";26;6;9;924600;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Ania Setien;"13;10 (1)";26;7;4;924600;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"10;-7 (2)";26;8;1;927440;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Ania Setien;"12;12 (1)";26;9;4;927440;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;Winner Lo Sin Yan Happy;;;;
Lo Sin Yan Happy;Rest Time (26);26;;;931280;11000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Lo Sin Yan Happy;Rally Time (27);27;;;942280;3680;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"2;-26 (5)";27;1;6;940280;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Lo Sin Yan Happy;Forehand short service;6;Construccion;;;;;;
Ania Setien;"-4;15 (1)";27;2;2;941400;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;2;;;;Construccion;;;;Finta;;
Lo Sin Yan Happy;"11;-5 (1)";27;3;1;941840;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Defence;;;;;;
Ania Setien;"12;6 (1)";27;4;4;942760;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Lo Sin Yan Happy;"14;1 (1)";27;5;4;942760;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;NET;;;;Construccion;;Unforced Ania Setien;;;;
Ania Setien;Rest Time (27);27;;;945960;15920;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (28);28;;;961880;6400;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Lo Sin Yan Happy;"-2;-26 (2)";28;1;7;959880;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Lo Sin Yan Happy;Forehand short service;8;Construccion;;;;;;
Ania Setien;"13;15 (1)";28;2;4;961160;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;;;
Lo Sin Yan Happy;"14;-55 (2)";28;3;9;961160;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Ania Setien;"10;11 (1)";28;4;4;961160;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Defence;;;;;;
Lo Sin Yan Happy;"-14;-54 (5)";28;5;12;963480;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Ania Setien;"-20;55 (1)";28;6;Out;963480;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;OUT SIDE;;;;Construccion;;Unforced Lo Sin Yan Happy;;;;
Ania Setien;Rest Time (28);28;;;968280;9920;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Ania Setien;Rally Time (29);29;;;978200;2400;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Ania Setien;"2;25 (1)";29;1;7;976200;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;7;Ania Setien;Backhand short service;7;Construccion;;;;;;
Lo Sin Yan Happy;"-10;-16 (1)";29;2;4;977480;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;4;;;;Construccion;;;;Finta;;
Ania Setien;"-21;33 (1)";29;3;Out;977520;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;OUT SIDE;;;;Construccion;;Unforced Lo Sin Yan Happy;;;;
Lo Sin Yan Happy;Rest Time (29);29;;;980600;8320;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
Lo Sin Yan Happy;Rally Time (30);30;;;988920;7600;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;;;;;;;;;;;
Ania Setien;"-2;25 (3)";30;1;6;986920;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;6;Ania Setien;Backhand short service;5;Construccion;;;;;;
Lo Sin Yan Happy;"3;-16 (1)";30;2;2;988080;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;2;;;;Construccion;;;;Modificada;;
Ania Setien;"-9;55 (2)";30;3;9;988960;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;9;;;;Construccion;;;;;;
Lo Sin Yan Happy;"9;-14 (1)";30;4;1;988960;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Ania Setien;"-15;10 (1)";30;5;1;988960;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Defence;;;;;;
Lo Sin Yan Happy;"-14;-53 (2)";30;6;12;991720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;12;;;;Construccion;;;;;;
Ania Setien;"-14;13 (2)";30;7;1;991720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;1;;;;Construccion;;;;;;
Lo Sin Yan Happy;"1;1 (2)";30;8;3;991720;5000;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;Rally Time;3;1;Luxembourg Open 2023;109;261;NET;;;;Construccion;;Unforced Ania Setien;;;;
Lo Sin Yan Happy;Rest Time (30);30;;;996520;131960;5;ESP;HGK;After;Ania Setien-Lo Sin Yan Happy;Left handed;Right handed;Ania Setien;Lo Sin Yan Happy;;3;1;Luxembourg Open 2023;109;261;;;;;;;;Rest Time;;;
